term,topic_id,enrichment_data
crystallization,1.8,"{""explanation"":""Phase transition where dissolved solute forms ordered solid crystals from supersaturated solution."",""urdu_meaning"":""قلم بننا - محلول سے قلمی ٹھوس کا بننا"",""term_type"":""process"",""example_sentence"":""Sodium acetate crystallization releases heat in hand warmers due to exothermic process."",""properties"":{""key_principle"":""Nucleation and crystal growth"",""related_concepts"":[""supersaturation"",""latent heat"",""crystal habit"",""recrystallization""],""real_world_example"":""Purification of pharmaceuticals""}}"
crystallization techniques,1.8,"{""explanation"":""Methods inducing crystal formation including cooling, evaporation, and seeding."",""urdu_meaning"":""قلم سازی کی تکنیکیں - قلم بنانے کے طریقے"",""term_type"":""concept"",""example_sentence"":""Slow cooling crystallization techniques produce larger, purer crystals for X-ray diffraction."",""properties"":{""key_principle"":""Controlled supersaturation"",""related_concepts"":[""fractional crystallization"",""Ostwald ripening"",""antisolvent addition"",""crystal engineering""],""real_world_example"":""Sugar refining industry""}}"
dissolution,1.8,"{""explanation"":""Process where solute particles disperse in solvent, breaking solid lattice through solvation."",""urdu_meaning"":""گھلنا - محلل میں سالماتی پھیلاؤ"",""term_type"":""process"",""example_sentence"":""Sodium nitrate dissolution is endothermic, causing temperature drop in instant cold packs."",""properties"":{""key_principle"":""Lattice energy vs hydration energy"",""related_concepts"":[""solvation"",""entropy"",""intermolecular forces"",""enthalpy change""],""real_world_example"":""Electrolyte dissolution in batteries""}}"
dissolved gases,1.8,"{""explanation"":""Gases molecularly dispersed in liquid following Henry's law with temperature-dependent solubility."",""urdu_meaning"":""گھلی ہوئی گیسیں - محلول میں سالماتی سطح پر پھیلی گیسیں"",""term_type"":""concept"",""example_sentence"":""Dissolved oxygen decreases with rising water temperatures, affecting aquatic respiration."",""properties"":{""key_principle"":""Henry's law (C = kP)"",""related_concepts"":[""partial pressure"",""gas solubility"",""thermal pollution"",""aeration""],""real_world_example"":""Scuba diving decompression sickness""}}"
dissolved oxygen,1.8,"{""explanation"":""O₂ molecules dissolved in water essential for fish respiration, inversely proportional to temperature."",""urdu_meaning"":""گھلا ہوا آکسیجن - پانی میں موجود آکسیجن کے سالمات"",""term_type"":""concept"",""example_sentence"":""Dissolved oxygen levels below 5 mg/L cause hypoxia in aquatic ecosystems."",""properties"":{""key_principle"":""Temperature-dependent solubility"",""related_concepts"":[""eutrophication"",""biochemical oxygen demand"",""Winkler method"",""aquatic respiration""],""real_world_example"":""Water quality monitoring in lakes""}}"
endothermic,1.8,"{""explanation"":""Process absorbing thermal energy (+ΔH), decreasing temperature of surroundings."",""urdu_meaning"":""حرارت جذب کرنے والا - حرارتی توانائی جذب کرنے کا عمل"",""term_type"":""property"",""example_sentence"":""Ammonium nitrate dissolution is endothermic, used in instant cold packs."",""properties"":{""key_principle"":""ΔH > 0"",""related_concepts"":[""enthalpy"",""entropy"",""spontaneity"",""Gibbs free energy""],""real_world_example"":""Chemical cold packs""}}"
enthalpy of solution,1.8,"{""explanation"":""Net energy change combining lattice energy destruction and solvation energy release."",""urdu_meaning"":""محلول کی حرحرکی توانائی - توانائی کی کلی تبدیلی"",""term_type"":""property"",""example_sentence"":""Sodium hydroxide's negative enthalpy of solution causes exothermic temperature rise."",""properties"":{""key_principle"":""ΔH_solution = ΔH_lattice + ΔH_hydration"",""related_concepts"":[""lattice energy"",""solvation energy"",""Born-Haber cycle"",""calorimetry""],""real_world_example"":""Design of self-heating beverages""}}"
environmental science,1.8,"{""explanation"":""Interdisciplinary field studying thermal pollution impacts on water solubility and ecosystems."",""urdu_meaning"":""ماحولیاتی سائنس - حرارتی آلودگی کے اثرات کا مطالعہ"",""term_type"":""concept"",""example_sentence"":""Environmental science quantifies how thermal pollution reduces dissolved oxygen in rivers."",""properties"":{""key_principle"":""Ecosystem thermodynamics"",""related_concepts"":[""thermal pollution"",""solubility"",""aquatic chemistry"",""bioaccumulation""],""real_world_example"":""Power plant cooling water regulations""}}"
equilibrium,1.8,"{""explanation"":""Dynamic state where dissolution and crystallization rates equal in saturated solutions."",""urdu_meaning"":""توازن - گھلنے اور قلم بننے کی رفتار برابر"",""term_type"":""concept"",""example_sentence"":""At equilibrium, undissolved salt crystals maintain constant solution concentration."",""properties"":{""key_principle"":""Equal forward/reverse rates"",""related_concepts"":[""saturated solution"",""solubility product"",""dynamic equilibrium"",""Le Chatelier's principle""],""real_world_example"":""Limestone cave formations""}}"
exothermic,1.8,"{""explanation"":""Process releasing thermal energy (-ΔH), increasing temperature of surroundings."",""urdu_meaning"":""حرارت خارج کرنے والا - حرارتی توانائی خارج کرنے کا عمل"",""term_type"":""property"",""example_sentence"":""Sodium acetate crystallization is exothermic, releasing heat in reusable hand warmers."",""properties"":{""key_principle"":""ΔH < 0"",""related_concepts"":[""enthalpy"",""lattice energy"",""solvation"",""spontaneity""],""real_world_example"":""Concrete setting reactions""}}"
intermolecular forces,1.8,"{""explanation"":""Attractive forces between molecules determining solubility through solute-solvent compatibility."",""urdu_meaning"":""بین سالماتی قوّتیں - سالمات کے درمیان کشش"",""term_type"":""concept"",""example_sentence"":""Hydrogen bonding intermolecular forces enable sugar dissolution in water."",""properties"":{""key_principle"":""Like-dissolves-like compatibility"",""related_concepts"":[""hydrogen bonding"",""dipole-dipole"",""London dispersion"",""solvation shells""],""real_world_example"":""Ethanol-water miscibility""}}"
kinetic energy,1.8,"{""explanation"":""Energy of motion increasing with temperature, enhancing dissolution rates and diffusion."",""urdu_meaning"":""حرکی توانائی - حرکت کی توانائی"",""term_type"":""concept"",""example_sentence"":""Higher kinetic energy at elevated temperatures accelerates salt dissolution."",""properties"":{""key_principle"":""E_k = 3/2 kT"",""related_concepts"":[""temperature"",""diffusion"",""activation energy"",""collision theory""],""real_world_example"":""Sugar dissolving faster in hot tea""}}"
le chatelier's principle,1.8,"{""explanation"":""Systems at equilibrium counteract disturbances; cooling favors exothermic crystallization."",""urdu_meaning"":""لی شٹیلیر کا اصول - توازن میں خلل کے خلاف ردّعمل"",""term_type"":""concept"",""example_sentence"":""Le Chatelier's principle explains why heating increases solubility of endothermic-dissolving salts."",""properties"":{""key_principle"":""Equilibrium shift"",""related_concepts"":[""solubility equilibrium"",""temperature effects"",""pressure effects"",""concentration effects""],""real_world_example"":""Carbon dioxide solubility in soda cans""}}"
recrystallization,1.8,"{""explanation"":""Purification technique dissolving impure solid and crystallizing pure compound upon cooling."",""urdu_meaning"":""دوبارہ قلم سازی - صاف مرکّب حاصل کرنے کی تکنیک"",""term_type"":""process"",""example_sentence"":""Recrystallization of benzoic acid exploits temperature-dependent solubility differences."",""properties"":{""key_principle"":""Differential solubility"",""related_concepts"":[""supersaturation"",""mother liquor"",""crystal growth"",""purification efficiency""],""real_world_example"":""Pharmaceutical manufacturing""}}"
salt hydrates,1.8,"{""explanation"":""Crystalline compounds containing water molecules in lattice structure for thermal storage."",""urdu_meaning"":""نمک ہائیڈریٹس - پانی کے سالمات پر مشتمل قلمی مرکّبات"",""term_type"":""concept"",""example_sentence"":""Sodium sulfate decahydrate (Glauber's salt) stores thermal energy through hydration-dehydration."",""properties"":{""key_principle"":""Reversible hydration"",""related_concepts"":[""thermal storage"",""phase change materials"",""crystallization"",""enthalpy of hydration""],""real_world_example"":""Solar energy storage systems""}}"
saturated solution,1.8,"{""explanation"":""Solution in dynamic equilibrium with undissolved solute at maximum concentration."",""urdu_meaning"":""سیر شدہ محلول - زیادہ سے زیادہ گھلنے کی حالت"",""term_type"":""concept"",""example_sentence"":""Saturated salt solutions maintain constant concentration at fixed temperature."",""properties"":{""key_principle"":""Dissolution = crystallization"",""related_concepts"":[""solubility"",""equilibrium"",""seed crystals"",""supersaturation""],""real_world_example"":""Brine solutions for pickling""}}"
sodium acetate,1.8,"{""explanation"":""Compound forming supersaturated solutions that crystallize exothermically upon nucleation."",""urdu_meaning"":""سوڈیم ایسیٹیٹ - سپر سیر شدہ محلول بنانے والا مرکّب"",""term_type"":""compound"",""example_sentence"":""Sodium acetate solutions release heat during rapid crystallization in hand warmers."",""properties"":{""formula"":""CH₃COONa"",""molar_mass"":""82.03 g/mol"",""state_room_temp"":""solid"",""hazards"":[""skin irritation"",""eye damage""]}}"
sodium nitrate,1.8,"{""explanation"":""Salt with steep solubility curve demonstrating highly endothermic dissolution."",""urdu_meaning"":""سوڈیم نائٹریٹ - تیزی سے گھلنے والا نمک"",""term_type"":""compound"",""example_sentence"":""Sodium nitrate dissolution absorbs heat in cold packs due to positive ΔH_solution."",""properties"":{""formula"":""NaNO₃"",""molar_mass"":""85.0 g/mol"",""state_room_temp"":""solid"",""hazards"":[""oxidizer"",""skin irritation"",""explosive mixtures""]}}"
solid lattice,1.8,"{""explanation"":""Ordered arrangement of particles in crystals requiring energy input for dissolution."",""urdu_meaning"":""ٹھوس جالیدار ساخت - قلمی ساخت میں ذرّات کی ترتیب"",""term_type"":""concept"",""example_sentence"":""Breaking ionic solid lattice during dissolution consumes significant energy for salts like NH₄NO₃."",""properties"":{""key_principle"":""Lattice energy"",""related_concepts"":[""crystal structure"",""intermolecular forces"",""Born-Haber cycle"",""enthalpy change""],""real_world_example"":""Salt dissolution thermodynamics""}}"
