term,topic_id,enrichment_data
climate change,10.1,"{""explanation"": ""Climate change refers to long-term shifts in temperatures and weather patterns, largely driven by increased concentrations of greenhouse gases (like carbon dioxide and methane) in the atmosphere from human activities."", ""urdu_meaning"": ""موسمیاتی تبدیلی - درجہ حرارت اور موسم کے نمونوں میں طویل مدتی تبدیلیاں"", ""term_type"": ""concept"", ""example_sentence"": ""The increase in atmospheric carbon dioxide due to burning fossil fuels is a primary driver of current climate change."", ""properties"": {""key_principle"": ""Significant and lasting change in the statistical distribution of weather patterns over periods ranging from decades to millions of years."", ""related_concepts"": [""global warming"", ""greenhouse gases"", ""carbon dioxide"", ""methane"", ""fossil fuels"", ""atmospheric composition"", ""environmental science""], ""real_world_example"": ""Rising global average temperatures, melting glaciers, more frequent extreme weather events.""}}"
combustion,10.1,"{""explanation"": ""Combustion is a chemical process that involves rapid reaction between a substance with an oxidant, usually oxygen, to produce heat and light. It releases gases like carbon dioxide and water vapor into the atmosphere."", ""urdu_meaning"": ""احتراق / جلنا - آکسیجن کے ساتھ تیز ردعمل جس سے حرارت اور روشنی پیدا ہوتی ہے"", ""term_type"": ""process"", ""example_sentence"": ""The combustion of fossil fuels in vehicles and power plants is a major source of atmospheric carbon dioxide."", ""properties"": {""key_principle"": ""A high-temperature exothermic redox chemical reaction between a fuel and an oxidant, usually atmospheric oxygen."", ""related_concepts"": [""oxygen"", ""carbon dioxide"", ""water vapor"", ""fossil fuels"", ""air pollution"", ""greenhouse gases"", ""vehicle emissions""], ""real_world_example"": ""Burning wood in a fireplace; gasoline burning in a car engine.""}}"
copd,10.1,"{""explanation"": ""COPD (Chronic Obstructive Pulmonary Disease) is a group of progressive lung diseases, such as emphysema and chronic bronchitis, often caused or worsened by long-term exposure to irritating gases or particulate matter in the atmosphere."", ""urdu_meaning"": ""سی او پی ڈی - پھیپھڑوں کی دائمی بیماری"", ""term_type"": ""concept"", ""example_sentence"": ""Air pollution, including particulate matter and vehicle emissions, is a significant risk factor for developing COPD."", ""properties"": {""key_principle"": ""A chronic inflammatory lung disease that obstructs airflow from the lungs."", ""related_concepts"": [""respiration"", ""air pollution"", ""particulate matter"", ""smoking"", ""lung diseases""], ""real_world_example"": ""Long-term smokers developing emphysema or chronic bronchitis.""}}"
global warming,10.1,"{""explanation"": ""Global warming refers to the ongoing increase in Earth's average surface temperature primarily due to the enhanced greenhouse effect caused by human emissions of greenhouse gases like carbon dioxide and methane."", ""urdu_meaning"": ""عالمی حدت / گلوبل وارمنگ - زمین کے اوسط درجہ حرارت میں اضافہ"", ""term_type"": ""concept"", ""example_sentence"": ""The accumulation of greenhouse gases in the atmosphere traps more heat, leading to global warming."", ""properties"": {""key_principle"": ""The long-term heating of Earth’s climate system observed since the pre-industrial period due to human activities, primarily fossil fuel burning."", ""related_concepts"": [""climate change"", ""greenhouse effect"", ""greenhouse gases"", ""carbon dioxide"", ""methane"", ""fossil fuels"", ""atmospheric composition""], ""real_world_example"": ""Observed increases in global average air and ocean temperatures.""}}"
greenhouse gases,10.1,"{""explanation"": ""Greenhouse gases are atmospheric gases (e.g., carbon dioxide, methane, water vapor, nitrous oxide) that absorb and emit infrared radiation, trapping heat and causing the greenhouse effect, which contributes to global warming."", ""urdu_meaning"": ""گرین ہاؤس گیسیں - حرارت جذب کرنے والی فضائی گیسیں"", ""term_type"": ""concept"", ""example_sentence"": ""Human activities, such as burning fossil fuels and deforestation, have significantly increased the concentration of greenhouse gases in the atmosphere."", ""properties"": {""key_principle"": ""Gases in the atmosphere that trap heat by absorbing and emitting thermal infrared radiation."", ""related_concepts"": [""greenhouse effect"", ""global warming"", ""climate change"", ""carbon dioxide"", ""methane"", ""water vapor"", ""nitrous oxide"", ""ozone"", ""atmospheric composition""], ""real_world_example"": ""CO₂ released from burning coal, methane from livestock and landfills.""}}"
ground-level ozone,10.1,"{""explanation"": ""Ground-level ozone (O₃) is a harmful air pollutant formed in the troposphere from chemical reactions between nitrogen oxides (NOx) and volatile organic compounds (VOCs) in the presence of sunlight. It is a major component of smog."", ""urdu_meaning"": ""زمینی سطح کی اوزون - ٹروپوسفیئر میں بننے والی نقصان دہ اوزون گیس"", ""term_type"": ""compound"", ""example_sentence"": ""High concentrations of ground-level ozone can cause respiratory problems and damage vegetation."", ""properties"": {""formula"": ""O₃"", ""molar_mass"": ""48.00 g/mol"", ""state_room_temp"": ""gas"", ""hazards"": [""Respiratory irritant"", ""Damages lung tissue"", ""Harmful to plants"", ""Component of smog""]}}"
humidity levels,10.1,"{""explanation"": ""Humidity levels refer to the amount of water vapor present in the air. Water vapor is a significant greenhouse gas and plays a crucial role in weather patterns and the Earth's climate system."", ""urdu_meaning"": ""نمی کی سطحیں - ہوا میں آبی بخارات کی مقدار"", ""term_type"": ""property"", ""example_sentence"": ""High humidity levels can make hot temperatures feel more oppressive because they reduce the efficiency of evaporative cooling (sweating)."", ""properties"": {""describes"": ""The concentration of water vapor in the atmosphere."", ""related_concepts"": [""water vapor"", ""relative humidity"", ""absolute humidity"", ""dew point"", ""weather"", ""climate"", ""greenhouse gases""], ""example_of_use"": ""Tropical regions typically have high humidity levels throughout the year."", ""measurement_type"": ""Percentage (for relative humidity), g/m³ (for absolute humidity), °C or °F (for dew point).""}}"
ideal gas law,10.1,"{""explanation"": ""The ideal gas law (PV=nRT) is an equation of state for a hypothetical ideal gas, relating pressure (P), volume (V), number of moles (n), and temperature (T). It is useful for approximating the behavior of atmospheric gases under certain conditions."", ""urdu_meaning"": ""مثالی گیس کا قانون - گیسوں کے رویے کی وضاحت کرنے والی مساوات"", ""term_type"": ""concept"", ""example_sentence"": ""Chemists can use the ideal gas law to calculate the density of atmospheric gases or changes in volume with temperature and pressure variations at different altitudes."", ""properties"": {""key_principle"": ""An equation (PV=nRT) that describes the relationship between pressure, volume, temperature, and amount (moles) of an ideal gas."", ""related_concepts"": [""ideal gas"", ""real gas"", ""pressure"", ""volume"", ""temperature"", ""moles"", ""gas constant (R)"", ""Boyle's Law"", ""Charles's Law"", ""Avogadro's Law"", ""atmospheric pressure""], ""real_world_example"": ""Calculating the volume of oxygen gas in a container at a specific temperature and pressure.""}}"
methane,10.1,"{""explanation"": ""Methane (CH₄) is a simple hydrocarbon and a potent greenhouse gas found in Earth's atmosphere, produced by natural processes (e.g., decomposition in wetlands) and human activities (e.g., agriculture, fossil fuel extraction)."", ""urdu_meaning"": ""میتھین - CH₄، ایک گرین ہاؤس گیس"", ""term_type"": ""compound"", ""example_sentence"": ""Although less abundant than carbon dioxide, methane is a more effective greenhouse gas per molecule over shorter timescales."", ""properties"": {""formula"": ""CH₄"", ""molar_mass"": ""16.04 g/mol"", ""state_room_temp"": ""gas"", ""hazards"": [""Highly flammable"", ""Forms explosive mixtures with air"", ""Greenhouse gas""]}}"
nitrogen,10.1,"{""explanation"": ""Nitrogen (N₂) is the most abundant gas in Earth's atmosphere (about 78%), relatively unreactive in its diatomic form but essential for life as a component of proteins and nucleic acids."", ""urdu_meaning"": ""نائٹروجن - N₂، فضا کا سب سے بڑا جزو"", ""term_type"": ""compound"", ""example_sentence"": ""The high concentration of nitrogen in the atmosphere dilutes oxygen and plays a role in moderating combustion."", ""properties"": {""formula"": ""N₂"", ""molar_mass"": ""28.014 g/mol"", ""state_room_temp"": ""gas"", ""hazards"": [""Asphyxiant in very high concentrations (displaces oxygen)""]}}"
noble gases,10.1,"{""explanation"": ""Noble gases (e.g., argon, neon) are present in trace amounts in the Earth's atmosphere and are characterized by their chemical inertness due to filled valence electron shells."", ""urdu_meaning"": ""نبیل گیسیں - فضا میں قلیل مقدار میں پائی جانے والی غیر عامل گیسیں"", ""term_type"": ""concept"", ""example_sentence"": ""Argon is the most abundant noble gas in the atmosphere, making up nearly 1% of its volume."", ""properties"": {""key_principle"": ""Group 18 elements, generally unreactive, present as minor components of the atmosphere."", ""related_concepts"": [""argon"", ""neon"", ""helium"", ""krypton"", ""xenon"", ""atmospheric composition"", ""inert"", ""trace gases""], ""real_world_example"": ""Argon used in light bulbs; Neon in signs.""}}"
